generic,exemplar
Fish die in ponds.,"Fish die in farm ponds, reservoirs, lakes, ponds, streams."
Fish die in ponds.,Fish die in man-made ponds.
Fish die in ponds.,Fish die in fish ponds.
Fish die in ponds.,Fish die in ponds.
Whale sharks occur in warm sea.,Whale sharks occur in warm oceanic waters.
Hagfish have fins.,"Hagfish have a fleshy, single fin on the back."
Fish contain proteins.,Fish contain amino acids.
Fish contain proteins.,Fish contain a protein.
Fishes gather in breeding swarms.,Fishes gather in spawning aggregations.
Fishes gather in breeding swarms.,Fishes gather in a spawning aggregation.
Fish are ectotherms.,Fish are ectothermic.
Stonefishs possess anal spines.,Stonefishs possess anal spines.
Bluefish have sharp teeth.,Bluefish have teeth on their jaws.
Bluefish have sharp teeth.,Bluefish have jagged teeth.
Sharks have fins.,Sharks have dorsal fins.
Sponges are hermaphroditic.,Sponges are hermaphroditic.
Electric eels absorb oxygen.,Electric eels absorb dissolved oxygen.
Electric eels absorb oxygen.,Electric eels absorb an oxygen gas.
Fish eat organisms.,Fish eat small invertebrates.
Fish eat organisms.,Fish eat invertebrates.
Fish eat organisms.,Fish eat decomposing matter.
White sharks feed on marine animals.,White sharks feed on other marine animals.
Sharks feed on fish.,Sharks feed on small fish.
Sharks feed on fish.,Sharks feed on fish.
Jellyfish have long tentacles.,Jellyfish have tentacles.
Lungfish have organs.,Lungfish have the lungs and air sacs.
Fish eat prey.,Fish eat crustaceans.
Fish eat prey.,Fish eat mollusks.
Fish eat prey.,Fish eat invertebrates.
Fish eat prey.,Fish eat fish.
Fish eat prey.,Fish eat small fish.
Live coelacanths live in deep water.,Live coelacanths live in the ocean is a deep water habitat.
Fish have extend dorsal fins.,Fish extends caudal fins.
Fish have extend dorsal fins.,Fish extends a dorsal fin ix.
Fish have extend dorsal fins.,Fish extends a dorsal fin v.
Fish have extend dorsal fins.,Fish extends dorsal fin i.
Fish have extend dorsal fins.,Fish extends dorsal fins.
Lungfish have ears.,Lungfish have internal ears.
Fish emerge from oceans.,Fish emerge from the ocean.
Fish emerge from oceans.,Fish emerge from salt water.
Bony fish possess caudal fins.,Bony fish possess a caudal fin.
Sea urchins have venomous spines.,Sea urchins have a venomous spines on the bottom of their body.
Sea urchins have venomous spines.,Sea urchins have a venomous spines on the top of their body.
Sea urchins have venomous spines.,Sea urchins have spines.
Sea urchins have venomous spines.,Sea urchins have venomous.
Fish have vertebrae.,Fish have a fish have vertebrae in their spinal column.
Fish have vertebrae.,Fish have vertebral arches.
Fish emerge from water.,Fish emerge from fresh water.
Cuttlefishs have tentacles.,Cuttlefishs have tentacles.
Poisonous fish live in temperate oceans.,Poisonous fish live in a pacific ocean.
Fish develop sense organs.,Fish develop an olfactory system.
River stingrays eat small fish.,River stingrays eat small fish.
Cuttlefish live to about two years.,Cuttlefish live to about two years in the wild.
Cuttlefish live to about two years.,Cuttlefish live to maximum life span is about two years.
Fish have shape caudal fins.,Fish have a caudal fin.
Cuttlefishs have brain size.,Cuttlefishs have a large brain.
European cuttlefishs have eyes.,European cuttlefishs have corneas.
European cuttlefishs have eyes.,European cuttlefishs have an iris.
European cuttlefishs have eyes.,European cuttlefishs have retinas.
Female sharks give birth to only a few babies at one time every few years.,Female sharks give a birthing a few live young at a time.
Lungfish have fins.,Lungfish have a large dorsal fin.
Lungfish have fins.,Lungfish have a dorsal fin.
Lungfish have fins.,Lungfish have dorsal fins.
Fish have mouths.,"Fish have jaws, mouth, gills, lips, teeth."
Fish have mouths.,Fish have a gullet.
Fish have mouths.,Fish have a mouth.
Fish have bony skeletons.,Fish have a bony skeleton.
Sharks have taper tails.,Sharks taper the shark's tail is tapered like a knife.
Garden snails feed on plants.,Garden snails feed on plant leaves.
Garden snails feed on plants.,Garden snails feed on leaves.
Garden snails feed on plants.,Garden snails feed on flowers.
Lungfish survive in water.,Lungfish survive in fresh water.
Sharks give birth to live young.,Sharks give to live most sharks give birth to live young.
Sponges absorb water.,Sponges absorb water.
Sponges absorb water.,Sponges absorb water vapor.
Sponges absorb water.,Sponges absorb salt water.
Sponges absorb water.,Sponges absorb seawater.
Sponges absorb water.,Sponges absorb sea water.
Sponges absorb water.,Sponges absorb dirty water.
Sponges absorb water.,Sponges absorb liquid water.
Fish depend on oxygen.,Fish depend on dissolved oxygen in the water.
Fish depend on oxygen.,Fish depend on oxygen dissolved in water.
Fish depend on oxygen.,"Fish depend on a dissolved oxygen, oxygen gas, molecular oxygen."
Fish depend on oxygen.,Fish depend on dissolved oxygen.
Fish depend on oxygen.,Fish depend on water oxygen.
Lampreys have notochords.,Lampreys have a notochord.
Sharks live in oceans.,Sharks live in the ocean.
Sea urchins have mouths.,Sea urchins have a mouth.
Fish can only breathe water.,Fish is able to a fish can only breathe water.
Cuttlefishs eat small molluscs.,Cuttlefishs eat molluscs.
Cuttlefishs eat small molluscs.,Cuttlefishs eat other molluscs.
Cuttlefishs eat small molluscs.,Cuttlefishs eat crustaceans.
Jellyfish make eggs.,Jellyfish make eggs.
Cuttlefishs have long tentacles.,Cuttlefishs have tentacles.
Sharks have skin.,Sharks have scaly.
Fishes sleep with their eyes open.,Fishes sleep some fishes sleep with their eyes open.
Fish are bony fish.,Fish are a bony fish.
Fish have brains.,Fish have cerebral hemispheres.
Fish live in deep sea.,Fish live in a deep ocean.
Fish live in deep sea.,Fish live in a deep sea.
Bluefish live for years.,Bluefish live for bluefish typically live for six to eight years.
Bluefish live for years.,Bluefish live for several years.
Marine fish find in oceans.,Marine fish find in the open ocean.
Fish have sense organs.,Fish have olfactory organs.
Sharks feed in oceans.,Sharks feed in a pelagic ocean.
Jellyfish rely on tentacles.,Jellyfish rely on tentacles to move about.
Reef stonefishs have spines.,Reef stonefishs have a sharp spines along the back.
Fish contain moderate to small amounts of minerals.,Fish contain trace minerals.
Sharks have cartilages.,Sharks have articular cartilage.
Sharks have cartilages.,Sharks have a costal cartilage.
Eels live in salt water.,Eels live in salt water in the ocean.
Eels live in salt water.,Eels live in salt water from the ocean.
Eels live in salt water.,Eels live in salt water.
Fish eaters feed on small fish.,Fish eaters feed on small fish.
Salmon occur in water.,Salmon occur in fresh water.
Salmon occur in water.,Salmon occur in saltwater.
Eels have skin.,Eels have an epidermis.
Hagfish attain different length.,Hagfish attain different hagfish species can reach different lengths.
Fish consume tiny larvae.,Fish consume tiny crustacean larvae.
Sharks have teeth.,Sharks have canines.
Fish have skeletons made of bone.,Fish have a skeleton of a fish.
Fish have skeletons made of bone.,Fish have a fish skeletons are made of bone.
Fish eaters feed on fish.,Fish eaters feed on fish.
Triggerfish are brightly colored and marked with patterns of lines and spots.,Triggerfish are brightly colored triggers are brightly colored with lines and spots.
Jellyfish are inside water.,Jellyfish are inside salt water.
Jellyfish are inside water.,Jellyfish are inside fresh water.
Jellyfish are inside water.,Jellyfish are inside marine water.
Carnivorous fish find in oceans.,Carnivorous fish find in the ocean.
Carnivorous fish find in oceans.,Carnivorous fish find in salt water.
Carpenter ants live in colonies.,Carpenter ants live in carpenter ants live in colonies.
Sharks have soft cartilages.,Sharks have cartilage in the shark's fins.
Cuttlefishs live in marine environments.,Cuttlefishs live in estuarine or brackish waters.
Cuttlefishs live in marine environments.,Cuttlefishs live in open ocean.
Cuttlefishs live in marine environments.,Cuttlefishs live in a bay or estuary.
Sharks feed in water.,Sharks feed in estuaries.
Sharks feed in water.,Sharks feed in nearshore waters.
Sharks feed in water.,Sharks feed in open water.
Sharks feed in water.,Sharks feed in salt water.
Cuttlefishs have eyesights.,Cuttlefishs have retinal scanning eyes.
Sharks eat fish.,Sharks eat small fish.
Sharks eat fish.,Sharks eat fish.
Sharks float in water.,Sharks float in sea water.
First tetrapods live in habitats.,Tetrapods live in terrestrial habitats.
First tetrapods live in habitats.,Tetrapods live in aquatic habitats.
Stingrays eat shrimp.,Stingrays eat shrimps.
Stingrays eat shrimp.,Stingrays eat a crustacean shrimp.
Wet sponges absorb water.,Wet sponges absorb water.
Wet sponges absorb water.,Wet sponges absorb rainwater.
Wet sponges absorb water.,Wet sponges absorb rain water.
Wet sponges absorb water.,Wet sponges absorb seawater.
Wet sponges absorb water.,Wet sponges absorb wastewater.
Sponges are found in seawater.,Sponges are found in seawater in the ocean.
Sponges are found in seawater.,Sponges are found in salt water.
Sponges are found in seawater.,Sponges are found in oceans.
Fish feed on organisms.,Fish feed on mollusks.
Fish feed on organisms.,"Fish feed on fish feed on other fish, aquatic invertebrates, and algae."
Fish feed on organisms.,Fish feed on invertebrates.
Fish feed on organisms.,Fish feed on bryozoans.
Fish feed on organisms.,Fish feed on plankton.
Fish feed on organisms.,Fish feed on copepods.
Fish have fins.,Fish have dorsal fins.
Carnivorous fish have teeth.,Carnivorous fish have sharp incisors.
Carnivorous fish have teeth.,Carnivorous fish have canines.
Sharks live only in the marine environment in full-strength saltwater.,Sharks live sharks live in the marine environment in full-strength saltwater.
Cuttlefishs occur in tropical water.,Cuttlefishs occur in tropical estuaries.
Cuttlefishs occur in tropical water.,Cuttlefishs occur in warm ocean water.
Starfishs have skin.,Starfishs have an epidermis.
Starfishs have skin.,Starfishs have a skin.
Starfishs have skin.,Starfishs have epidermal.
Fish have expandable jaws.,Fish have jaws that can open wide to eat large prey.
Fish have expandable jaws.,Fish have jaws that can be quickly extended to snatch prey.
Sharks eat squids.,Sharks eat small squids.
Poisonous fish have spines.,Poisonous fish have venomous spines.
Poisonous fish have spines.,Poisonous fish have sharp spines.
Poisonous fish have spines.,Poisonous fish have barbed spines.
Poisonous fish have spines.,Poisonous fish have spines.
Fish live in the water.,Fish live in fresh water.
Fish live in the water.,Fish live in salt water.
Fish have bones.,Fish have vertebrae.
Fish live for several years.,Fish live for several years in the wild.
Fish live for several years.,Fish live for up to several years.
Fish live for several years.,Fish live for several years or more.
Fish live for several years.,Fish live for several years as an adult.
Fish live for several years.,Fish live for several years or less.
Fish are carnivorous and eat other fish.,Fish are carnivorous fish are carnivorous because they eat other fish.
Sharks live in the tropics.,Sharks live in a tropical ocean.
Hagfish survive for several months.,Hagfish survive for several months without food.
Stingrays eat fish.,Stingrays eat small fish.
Stingrays eat fish.,Stingrays eat other fish.
Primitive fish have testes.,Primitive fish have testes.
Garden snails have female organs.,Garden snails have reproductive organs.
Species of sharks are found in the oceans.,Species of sharks are found in the atlantic.
Hagfish have teeth.,Hagfish have teeth.
Sharks live in shallow water.,Sharks live in shallow coastal water.
Cuttlefishs occur in water.,Cuttlefishs occur in salt water.
Cuttlefishs occur in water.,Cuttlefishs occur in pelagic.
Cuttlefishs occur in water.,Cuttlefishs occur in marine.
African lungfish inhabit shallow water.,African lungfish inhabit shallow ponds.
Fish live in rivers.,Fish live in a river.
Fin fish have fins.,Fin fish have dorsal fins.
Sharks have second dorsal fins.,Sharks have a second dorsal fin.
Sharks have second dorsal fins.,Sharks have dorsal fins.
Sharks feed on bony fish.,Sharks feed on bony fish.
Carpenter ants have thoraxes.,Carpenter ants have solid thoraxes.
Fish occur in sea.,Fish occur in salt water.
Jellyfish have sexual reproduction.,Jellyfish have sexual reproduction.
Sea slugs have female sex organs.,Sea slugs have a clitoris.
Sea slugs have female sex organs.,Sea slugs have ovaries.
Sea slugs have female sex organs.,Sea slugs have a vagina.
Sharks live on reefs.,Sharks live on rocky reefs.
Small fish live in oceans.,Small fish live in the open ocean.
Small fish live in oceans.,Small fish live in an open ocean.
Hagfish kill prey.,Hagfish kill crustaceans.
Hagfish kill prey.,Hagfish kill a small fish.
Sharks hide in reefs.,Sharks hide in coral reefs.
Sharks hide in reefs.,Sharks hide in rocky reefs.
American eels have jaws.,American eels have a mouth.
Silverfishs have eyes.,Silverfishs have an eyespot.
Fish have teeth.,Fish have teeth in the jaws.
Sharks are meat-eaters.,Sharks are meat-eaters.
Large jellyfish eat food.,Large jellyfish eat shellfish.
Sharks live in water.,Sharks live in the ocean.
Sharks live in water.,Sharks live in salt water.
Male guppies have anal fins.,Male guppies have pairs of anal fins.
Fish have tails.,Fish have a tail fin.
Marine fish feed on plankton.,Marine fish feed on zooplankton.
Marine fish feed on plankton.,Marine fish feed on microplankton.
Lungfish possess gills.,Lungfish possess true gills.
Fish live in water habitats.,Fish live in marine habitats.
Sharks are long-lived.,Sharks are the ocean is a long-lived environment for sharks.
Stonefishs possess sharp spines.,Stonefishs possess sharp dorsal spines.
Fish undergo oocyte maturation.,Fish undergo a maturation of the oocyte.
Fish undergo oocyte maturation.,Fish undergo an ovarian follicle maturation.
Sharks possess bodies.,Sharks possess a cartilaginous skeleton.
Sharks feed in bays.,Sharks feed in bays.
Lampreys migrate to oceans.,Lampreys migrate to the atlantic.
Lampreys migrate to oceans.,Lampreys migrate to atlantic.
Fish develop female organs.,Fish develop ovaries.
Eels occupy aquatic habitats.,Eels occupy ponds and lakes.
Eels occupy aquatic habitats.,Eels occupy fresh water.
Fish eat diets.,Fish eat other aquatic creatures.
Garden spiders hide during the day then recline in their web at night.,"Garden spiders hide during the day, then recline in their web at night."
Sharks occur in sea.,Sharks occur in the open ocean.
Sharks occur in sea.,Sharks occur in the atlantic ocean.
Sharks occur in sea.,Sharks occur in the coastal ocean.
Bony fish have shape vertebrae.,Bony fish have vertebrae.
Bony fish have shape vertebrae.,Bony fish have a spinal column.
Bony fish live in salt water.,Bony fish live in brackish water.
Bony fish live in salt water.,Bony fish live in seawater.
Bony fish live in salt water.,Bony fish live in saline water.
Fish have sexual organs.,Fish have ovaries.
Fish have sexual organs.,Fish have reproductive organs.
Marine fish occur in sea.,Marine fish occur in deep water.
Marine fish occur in sea.,Marine fish occur in an open ocean.
Marine fish occur in sea.,Marine fish occur in an ocean.
Marine fish occur in sea.,Marine fish occur in a sea.
Guppies have gills.,Guppies have gill filaments.
Fish have a swim .,Fish have an up and down swim.
Fish have a swim .,Fish have a fast swim.
Hagfish have gills.,Hagfish have external gills.
Fish have color.,Fish have the colors can be bright or dull.
Fish have color.,Fish have fish can have many different colors.
Fish have color.,Fish have some fish have bright colors while others are dull.
Fish have color.,Fish have a body color.
Sea slugs have female organs.,Sea slugs have hermaphrodite gonads.
Sea slugs have female organs.,Sea slugs have a female reproductive system.
Sea slugs have female organs.,Sea slugs have female reproductive organs.
Sea slugs have female organs.,Sea slugs have female sex organs.
Marine fish eat food.,Marine fish eat other marine life.
Sharks survive in water.,Sharks survive in salt water.
Yellow perches live for years.,Yellow perches live for a yellow perch can live up to 20 years.
Yellow perches live for years.,Yellow perches live for a yellow perch can live up to 10 years.
Yellow perches live for years.,Yellow perches live for a yellow perch can live up to 15 years.
Yellow perches live for years.,Yellow perches live for a yellow perch can live up to 30 years.
Yellow perches live for years.,Yellow perches live for a yellow perch can live up to 12 years.
Sharks use aggression primarily in their quest for prey.,Sharks use a predatory aggression.
Sharks swallow their food whole.,Sharks swallow a whole fish.
Jellyfish have organs.,Jellyfish have a digestive system.
Fish have a swim bladder.,Fish have a swim bladder.
Sponges are hermaphroditic which means that they are able to produce both sperm and eggs.,Sponges are hermaphroditic means they are able to produce both sperm and eggs.
Sponges are hermaphroditic which means that they are able to produce both sperm and eggs.,Sponges are hermaphroditic means sponges are able to produce both sperm and eggs.
Sharks have shape teeth.,"Sharks have rows of sharp, triangular teeth."
Sharks have shape teeth.,Sharks have canines.
Yellow perches have fins.,Yellow perches have a dorsal fin.
Sea urchins live in sea.,Sea urchins live in the sea urchin lives in the sea.
Sea urchins live in sea.,Sea urchins live in oceans.
Sea urchins live in sea.,Sea urchins live in seas.
Stingrays eat small fish.,Stingrays eat small fish.
Jellyfish have tentacles.,Jellyfish have polyps.
Fish live in salt water.,Fish live in a saltwater aquarium.
Fish live in salt water.,Fish live in saltwater.
Salmon live in water.,Salmon live in freshwater.
Sugar is used in processed foods including cakes.,"A sugar is used in baked goods like cakes, cookies, and pastries."
Goldfish have eyes.,Goldfish have an iris.
Goldfish have eyes.,Goldfish have pupil.
Starfishs live in oceans.,Starfishs live in salt water.
Modern tetrapods have limbs.,"Modern tetrapods have appendages (arms, legs, flippers, wings)."
Modern tetrapods have limbs.,Modern tetrapods have forelimbs.
Modern tetrapods have limbs.,Modern tetrapods have arms.
Lampreys have gill slits.,Lampreys have external gill slits.
Lampreys have gill slits.,Lampreys have internal gill slits.
Fish have wide mouths.,Fish have mouths that are very wide and round.
Kinds of fish have bones.,Kinds of fish have vertebrae.
Stingrays live at or near the bottom of the water .,Stingrays live at the bottom of the ocean.
Stingrays live at or near the bottom of the water .,Stingrays live at the bottom of the water.
Stingrays live at or near the bottom of the water .,Stingrays live at near the bottom of the ocean.
Stingrays live at or near the bottom of the water .,Stingrays live at near the bottom of the water.
Fish have lifespans.,Fish have an aquatic lifespan.
Fish have lifespans.,Fish have a longevity.
Starfishs have spiny skin.,Starfishs have a spiny skin.
Sharks have water.,Sharks have a seawater.
Fish have scales.,Fish have scales on the operculum.
Fish have scales.,Fish have scales on the body.
White sharks eat fish.,White sharks eat small fish.
Sea lampreys use gills.,Sea lampreys use external gills.
Krill live in deep water.,A krill live in the deep ocean.
Sea urchins use spines.,Sea urchins use sharp spines.
Sea urchins use spines.,Sea urchins use tiny spines.
Sea urchins use spines.,Sea urchins use hard spines.
Shellfish are very high in cholesterol.,Shellfish are very high in cholesterol.
Shellfish are very high in cholesterol.,Shellfish are very high in dietary cholesterol.
Eels absorb oxygen.,Eels absorb in dissolved oxygen in the water.
Eels absorb oxygen.,Eels absorb dissolved oxygen in water.
Eels absorb oxygen.,Eels absorb oxygen dissolved in water.
Eels absorb oxygen.,Eels absorb dissolved oxygen.
Sea urchins feed on algas.,Sea urchins feed on green algae.
Sugars are quite soluble in water.,Sugars are quite soluble in water.
Carpenter ants adapt to conditions.,Carpenter ants adapt to a climate.
Sharks inhabit coastal water.,Sharks inhabit estuarine waters.
Jellyfish have mouths.,Jellyfish have a mouth.
Jellyfish have mouths.,Jellyfish have the mouth.
Hagfish live in oceans.,Hagfish live in the ocean.
Hagfish live in oceans.,Hagfish live in the atlantic.
Sharks are located in water.,Sharks are located in sea water.
Sharks grow organs.,Sharks grow intestines.
Fish eat anemones.,Fish eat anemones that live in saltwater.
Fish eat anemones.,Fish eat sea anemones.
Juvenile starfishs feed on algas.,Juvenile starfishs feed on green algae.
Elevate sugar causes potassium excretion.,An Elevate sugar causes urinary potassium excretion (hyperkalemia).
Mosquito fish have tails.,Mosquito fish have a long tail.
Tetrapods have teeth.,"Tetrapods have incisors, canines, premolars, and molars."
Tetrapods have teeth.,Tetrapods have incisors.
Tetrapods have teeth.,Tetrapods have molars.
Tetrapods have teeth.,Tetrapods have canines.
Microscopic sponges absorb water.,Microscopic sponges absorb water.
River stingrays have small mouths.,River stingrays have small to medium-sized mouths.
River stingrays have small mouths.,River stingrays have narrow and delicate mouths.
Small fish eat plankton.,Small fish eat phytoplankton.
Small fish eat plankton.,Small fish eat zooplankton.
Sharks survive in fresh water.,Sharks survive in fresh water estuaries.
Coelacanths have fins.,Coelacanths have dorsal fins.
Sharks eat crabs.,"Sharks eat crustaceans (including crabs, lobsters, shrimp, and barnacles)."
Sharks eat crabs.,Sharks eat crustaceans.
White sharks occur in sea.,White sharks occur in the atlantic ocean.
White sharks occur in sea.,White sharks occur in an atlantic ocean.
Sea slugs have sex organs.,Sea slugs have female reproductive organs.
Sea slugs have sex organs.,Sea slugs have male reproductive organs.
Stingrays inhabit tropical water.,Stingrays inhabit the pacific ocean.
Trout live in freshwater.,Trout live in a lake.
River stingrays eat fish.,River stingrays eat river stingrays eat a variety of small fish.
River stingrays eat fish.,River stingrays eat small fish.
Hagfish contain ovaries.,Hagfish contain the ovaries of hagfish contain eggs and ova.
Hagfish contain ovaries.,Hagfish contain an oocyte.
Hagfish contain ovaries.,Hagfish contain ovarian follicles.
Hagfish contain ovaries.,Hagfish contain ovaries.
Stingrays live at or near the bottom of the water.,Stingrays live at the bottom of the ocean.
Stingrays live at or near the bottom of the water.,Stingrays live at near the bottom of the ocean.
Stingrays live at or near the bottom of the water.,Stingrays live at near the bottom of the water.
Marine fish inhabit oceans.,Marine fish inhabit salt water oceans.
Sharks live in tropical and temperate inshore waters.,Sharks live in temperate inshore waters.
Sharks live in tropical and temperate inshore waters.,Sharks live in tropical inshore waters.
Poisonous fish live in oceans.,Poisonous fish live in the ocean.
Poisonous fish live in oceans.,Poisonous fish live in the sea.
Sharks appear in oceans.,Sharks appear in sharks occur in all oceans.
Sharks appear in oceans.,Sharks appear in an in the ocean.
Common starfishs feed on mussels.,Common starfishs feed on sea mussels.
Fish develop reproductive organs.,"Fish develop gonads, ovaries, testes, ducts, and organs."
Fish develop reproductive organs.,Fish develop gonads (testes and ovaries).
Crayfish are strictly aquatic but some live in semi-aquatic environments.,"Crayfish are strictly aquatic crayfish are strictly aquatic, living in and around water."
Smallmouth bass has large mouths.,Smallmouth bass has mouths that are relatively large for their body size.
Smallmouth bass has large mouths.,Smallmouth bass has jaws that are large and angular.
Sharks occur in temperate sea.,Sharks occur in a warm temperate sea.
Scyphozoan jellyfish are pelagic.,Scyphozoan jellyfish are pelagic.
Sharks have sharp teeth that are used to catch their food.,"Sharks have long, pointed teeth that are great for grabbing prey."
Sharks swim in sea.,Sharks swim in the ocean.
Sharks swim in sea.,Sharks swim in the sea.
Sharks swim in sea.,Sharks swim in the atlantic.
Sharks swim in sea.,Sharks swim in the mediterranean.
Starfishs have arms.,Starfishs have arm-like organs used for locomotion and feeding.
Sea urchins have spines.,Sea urchins have sharp spines.
Goldfish have long lifespans.,Goldfish have many goldfish can live for over 10 years.
Sharks have livers.,Sharks have a liver.
Bony fish become sexually mature between one and five years.,Bony fish become sexually mature between one and five years old.
Bony fish become sexually mature between one and five years.,Bony fish become sexually mature between one and five years for some species.
Bony fish become sexually mature between one and five years.,Bony fish become sexually mature between 1 and 5 years.
Bony fish become sexually mature between one and five years.,Bony fish become sexually mature between one and five years.
Fish live in deep water.,Fish live in the deep ocean.
Fish inhabit open oceans.,Fish inhabit open oceans.
Sharks feed on prey.,Sharks feed on fish.
Fish eaters eat prey.,Fish eaters eat crustaceans.
Fish eaters eat prey.,Fish eaters eat fish.
Fish eaters eat prey.,Fish eaters eat small fish.
Small fish eat organisms.,Small fish eat mollusks.
Small fish eat organisms.,Small fish eat other small invertebrates.
Western tanagers feed on insects.,Western tanagers feed on insects.
Western tanagers feed on insects.,Western tanagers feed on beetles.
Owls kill rabbits.,Owls kill bunnies.
Ospreys sit on branches.,Ospreys sit on a branch.
Ospreys sit on branches.,Ospreys sit on a live tree.
Ospreys sit on branches.,Ospreys sit on perches.
Falcons eat prey.,Falcons eat a fish.
Falcons eat prey.,Falcons eat small mammals.
Falcons eat prey.,Falcons eat birds.
Falcons eat prey.,Falcons eat insects.
Birds eat sunflowers.,Birds eat a sunflower meal.
Hawks thrive in habitats.,Hawks thrive in rural areas.
Ladybirds feed on mites.,Ladybirds feed on mites.
Hammerhead sharks eat stingrays.,Hammerhead sharks eat small stingrays.
Hammerhead sharks eat stingrays.,Hammerhead sharks eat large stingrays.
Owls return to eggs.,Owls return to nests.
Warblers feed on insects.,Warblers feed on insects.
Duckweeds grow in sunlight.,Duckweeds grow in full sun.
Duckweeds grow in sunlight.,Duckweeds grow in direct sunlight.
Eagles live on cliffs.,Eagles live on a cliffs overlooking a body of water.
Eagles live on cliffs.,Eagles live on steep cliffs.
Eagles live on cliffs.,Eagles live on rocky cliffs.
Eagles live on cliffs.,Eagles live on vertical cliffs.
Birds sit in water.,Birds sit in puddles.
Birds carry eggs.,Birds carry fertilized eggs.
Birds carry eggs.,Birds carry packets of eggs.
Birds carry eggs.,Birds carry eggs.
Kestrels eat domesticate animals.,"Kestrels eat small mammals, such as rodents."
Kestrels eat domesticate animals.,"Kestrels eat birds, including small passerine birds."
Birds lose weight.,Birds lose body weight.
Birds lose weight.,Birds lose body fat.
Birds lose weight.,Birds lose fat.
Birds travel in flocks.,Birds travel in flock of birds.
Owls sit on ridges.,Owls sit on ledges of buildings or trees.
Ospreys have weight.,Ospreys have a body weight.
Ospreys have weight.,Ospreys have a physical weight.
Birds build nests out of twigs and grasses.,Birds build nest out of twigs and grasses.
Birds build nests out of twigs and grasses.,Birds build nest built out of grass and twigs.
Birds feed on earwigs.,Birds feed on earwigs.
Birds eat gravel.,Birds eat gravel.
Birds locate prey.,Birds locate preferred prey items.
Birds locate prey.,Birds locate small animals.
Cassowaries live in rainforests.,Cassowaries live in a tropical rainforest.
Cassowaries live in rainforests.,Cassowaries live in the cassowary lives in a tropical rainforest.
Cassowaries live in rainforests.,Cassowaries live in a wet rainforest.
Birds perch on windowpanes.,Birds perch on window panes.
Birds perch on windowpanes.,Birds perch on window frames.
Birds perch on windowpanes.,Birds perch on windowpanes for buildings.
Ospreys eat aquatic creatures.,Ospreys eat fish.
Birds feed on quail chicks.,"Birds feed on quail chicks, chicks, baby birds, and fledglings."
Birds feed on quail chicks.,Birds feed on quail.
Birds feed on quail chicks.,Birds feed on quail chicks.
Birds nest high.,Birds nest tower high.
Birds use their outstretched feet to land.,Birds use their outstretched feet to land on a perch.
Birds use their outstretched feet to land.,Birds use their outstretched feet to land on the ground.
Hawks eat rattlesnakes.,Hawks eat rattlesnakes (of course!).
Hawks destroy eggs.,Hawks destroy eggs of other birds.
Many birds feed insects.,Birds feed invertebrates.
Penguins sit on stones.,Penguins sit on pebbles.
Penguins sit on stones.,Penguins sit on large rocks.
Penguins sit on stones.,Penguins sit on small rocks.
Penguins sit on stones.,Penguins sit on boulders.
Penguins sit on stones.,Penguins sit on rocks.
Penguins sit on stones.,Penguins sit on stones.
Sea birds eat krill.,Sea birds eat krill.
Birds have a nomadic lifestyle.,Birds have a nomadic lifestyle.
Birds have a nomadic lifestyle.,Birds have a migratory lifestyle.
Birds have a nomadic lifestyle.,Birds have a transient lifestyle.
Owls live in oak.,Owls live in oak trees.
Birds have more feathers than others.,Birds have flight feathers.
King penguins have orange ear patches.,King penguins have bright orange ear patches.
Birds sit on eggs.,Birds sit on eggs.
Eagles eat cockroaches.,Eagles eat live cockroaches.
Eagles eat cockroaches.,Eagles eat dead cockroaches.
Falcons fly over nests.,Falcons fly over nests of other birds.
Waterfowls eat plants.,Waterfowls eat aquatic plants.
Albatrosses live to be eighty years old.,Albatrosses live to live to be at least 80 years old.
Albatrosses live to be eighty years old.,Albatrosses live to albatrosses can live up to 80 years.
Albatrosses live to be eighty years old.,Albatrosses live to be eighty years old.
Albatrosses live to be eighty years old.,Albatrosses live to have a lifespan of 80 years.
Flamingos eat algae.,Flamingos eat algae.
Birds control pests.,"Birds control insects, such as mosquitoes."
Birds control pests.,Birds control insect pests.
Birds control pests.,Birds control bird pests.
Owls can kill and eat a small fox.,Owls are able to eat a small fox once it is dead.
Birds change habitats.,Birds change changing the timing of movement between different habitats.
Toucans eat spiders.,Toucans eat spiders.
Owls eat reptiles.,Owls eat lizards.
Owls eat reptiles.,Owls eat snakes.
Hawks kill squirrels.,Hawks kill flying squirrels.
Hawks kill squirrels.,Hawks kill ground squirrels.
Owls migrate to california.,Owls migrate to the state of california.
Falcons eat insects.,Falcons eat swarms of insects.
Falcons eat insects.,Falcons eat bumblebees.
Falcons eat insects.,Falcons eat crickets.
Owls are both nocturnal and diurnal.,Owls are nocturnal birds.
Birds feed in groups.,Birds feed in a migratory flock.
Birds feed in groups.,Birds feed in a foraging group.
Kestrels feed on large insects.,Kestrels feed on beetles.
Owls fly over homes.,Owls fly over houses.
Owls fly over homes.,Owls fly over homes.
Birds have blue feathers.,Birds have blue pigment in the feathers.
Birds have blue feathers.,Birds have a blue structural coloration.
Birds have blue feathers.,Birds have blue pigment in feathers.
Ducks live in parks.,Ducks live in national parks.
Ducks live in parks.,Ducks live in city parks.
Kestrels feed on small lizards.,Kestrels feed on lizards.
Kestrels feed on small lizards.,Kestrels feed on a lizard.
