generic,exemplar
Owls rely on squirrels.,Owls that live in a desert do not rely on squirrels.
Owls rely on squirrels.,Owls that are eating a prey that is not a squirrel do not rely on squirrels.
Owls rely on squirrels.,Owls that hunt at night do not rely on squirrels.
Birds feed in environments.,Birds that are too young to feed themselves do not feed in environments.
Birds feed in environments.,Birds that have been captured by a predator do not feed in environments.
Birds eat rhinos.,Birds that live in a place where there are no rhinos do not eat rhinos.
Birds eat rhinos.,Birds that do not have the right type of beak do not eat rhinos.
Birds eat rhinos.,Peregrine falcons do not eat rhinos.
Birds eat rhinos.,Birds that live in an area without rhinos do not eat rhinos.
Birds eat rhinos.,Vultures do not eat rhinos.
Birds eat rhinos.,Birds that do not like rhinos do not eat rhinos.
Birds eat rhinos.,Birds that do not like the taste do not eat rhinos.
Birds eat rhinos.,Birds that do not have enough energy do not eat rhinos.
Birds eat rhinos.,Birds that have a surplus of food do not eat rhinos.
Birds eat rhinos.,Prairie falcons do not eat rhinos.
Hawks consume juvenile iguanas.,Hawks that are not in the iguana's territory do not consume juvenile iguanas.
Hawks consume juvenile iguanas.,Sharp-shinned hawks do not consume juvenile iguanas.
Hawks consume juvenile iguanas.,Broad-winged hawks do not consume juvenile iguanas.
Hawks consume juvenile iguanas.,Hawks that are not in the territory of a juvenile iguana do not consume juvenile iguanas.
Hawks consume juvenile iguanas.,Hawks that can't catch an iguana do not consume juvenile iguanas.
Hawks consume juvenile iguanas.,Hawks that don't see an iguana do not consume juvenile iguanas.
Parrots eat snails.,Parrots that don't like the taste of snails do not eat snails.
Parrots eat snails.,Parrots that live in areas where there are no snails do not eat snails.
Parrots eat snails.,Parrots that live in a place where there are not many snails do not eat snails.
Parrots eat snails.,Green-winged macaws do not eat snails.
Female parrots have ovaries.,Female parrots that have been spayed (had their ovaries removed) do not have ovaries.
Female parrots have ovaries.,Female parrots that have been spayed (the ovaries have been removed) do not have ovaries.
Female parrots have ovaries.,Female parrots that are too young to have ovaries do not have ovaries.
Female parrots have ovaries.,Female parrots that have been spayed (ovaries removed) do not have ovaries.
Female parrots have ovaries.,Female parrots that are spayed (ovaries removed) do not have ovaries.
Birds eat berries from bushes.,Birds that live in a place where there are no bushes do not eat berries from bushes.
Birds eat berries from bushes.,Birds that are too young to eat berries do not eat berries from bushes.
Emperor penguins have distribution.,"Emperor penguins that live in colonies, they stay near their colony do not have distribution."
Swans feed on tubers.,Swans that live in a park or other area where people feed them do not feed on tubers.
Swans feed on tubers.,"Swans that are in non-tuber-producing areas, or do not feed on tubers."
Swans feed on tubers.,Swans that live near a farm where they can eat animal feed do not feed on tubers.
Swans feed on tubers.,Swans that are migrating do not feed on tubers.
Birds eat flesh.,Birds that are young and have not yet developed a taste for flesh do not eat flesh.
Birds eat flesh.,The black-capped chickadee eats mostly seeds and insects does not eat flesh.
Birds eat flesh.,"Birds that live in cold climates where there is not much food, or do not eat flesh."
Birds eat flesh.,Birds that are too young to eat meat do not eat flesh.
Birds eat flesh.,Birds that are chicks that are still being fed by their parents do not eat flesh.
Birds feed on trees.,"Birds that feed in water, like ducks and seagulls do not feed on trees."
Birds feed on trees.,Peregrine falcons do not feed on trees.
Birds feed on trees.,Birds that feed on the ground do not feed on trees.
Birds feed on trees.,Seagulls do not feed on trees.
Birds feed on trees.,Birds that feed on other animals do not feed on trees.
Duckweeds grow on hog wastewater.,Duckweeds that are in an area with too much shade do not grow on hog wastewater.
Eagles sit in nests.,Eagles that are looking for food do not sit in nests.
Eagles sit in nests.,Eagles that are searching for food do not sit in nests.
Birds exhibit sexual behavior and even build nests.,Birds that are injured or sick and do not have the strength to mate do not exhibit sexual behavior and even build nests.
Birds exhibit sexual behavior and even build nests.,Birds that are not old enough to mate do not exhibit sexual behavior and even build nests.
Birds eat bark beetles.,Birds that live in a place where there are no bark beetles do not eat bark beetles.
Birds eat bark beetles.,Birds that live in areas where there are not many beetles do not eat bark beetles.
Swans eat insects.,Swans that live on a farm where they are fed do not eat insects.
Swans eat insects.,The black-necked swan does not eat insects.
Swans eat insects.,Swans that are too young to eat insects do not eat insects.
Puffins have penguins.,Puffins that live in the tropics do not have penguins.
Puffins have penguins.,Puffins that leave the nest to go fishing do not have penguins.
Puffins have penguins.,Puffins that live in warm climates do not have penguins.
Puffins have penguins.,The tufted puffin does not have penguins.
Puffins have penguins.,Puffins that lose their penguin do not have penguins.
Puffins have penguins.,Puffins that are being hunted do not have penguins.
Ducks eat snails.,Ducks that live in an area where there are not many snails do not eat snails.
Ducks eat snails.,Ducks that do not like the taste of snails do not eat snails.
Ducks eat snails.,Ducks that do not like snails do not eat snails.
Ducks eat snails.,Ducks that do not have enough access to snails do not eat snails.
Ducks eat snails.,Ducks that are too young to eat snails do not eat snails.
Chickens live in cages.,Chickens that are free-range do not live in cages.
Chickens live in cages.,Chickens that live on a farm where they are free to roam around; or do not live in cages.
Chickens live in cages.,Chickens that live in backyards do not live in cages.
Chickens live in cages.,Pastured chickens do not live in cages.
Chickens live in cages.,Chickens that are at a petting zoo do not live in cages.
Birds feed on bivalves.,Red-winged blackbirds do not feed on bivalves.
Birds feed on bivalves.,Birds that are not adapted to eat bivalves do not feed on bivalves.
Birds feed on bivalves.,White-breasted nuthatches do not feed on bivalves.
Birds feed on bivalves.,Birds that have a beak that is not sharp enough do not feed on bivalves.
Birds feed on bivalves.,Birds that live in areas without bivalves do not feed on bivalves.
Birds feed on bivalves.,Birds that feed on insects do not feed on bivalves.
Birds feed on bivalves.,Birds that are sick or injured do not feed on bivalves.
Birds eat tubers.,Birds that do not like the taste of tubers do not eat tubers.
Birds eat tubers.,Birds that live in a place where there are no tubers do not eat tubers.
Birds eat tubers.,Peregrine falcons do not eat tubers.
Birds eat tubers.,The white-throated sparrow does not eat tubers.
Birds eat tubers.,American kestrels do not eat tubers.
Peregrine falcons mate for life.,Peregrine falcons that are not able to find a mate do not mat for life.
Peregrine falcons mate for life.,Peregrine falcons that don't have a mate do not mat for life.
Peregrine falcons mate for life.,Peregrine falcons that lose their mate do not mat for life.
Peregrine falcons mate for life.,Peregrine falcons that don't have a good territory do not mat for life.
Peregrine falcons mate for life.,Individuals who were not able to find a mate does not mat for life.
Peregrine falcons mate for life.,Peregrine falcons that move to a new location do not mat for life.
Peregrine falcons mate for life.,Birds that live in a polygynous mating system does not mat for life.
Peregrine falcons mate for life.,Peregrine falcons that die do not mat for life.
Bat hawks eat bats.,Bat hawks that are young and have not yet learned how to hunt bats do not eat bats.
Bat hawks eat bats.,Bat hawks that are young and have not yet learned how to catch bats do not eat bats.
Bat hawks eat bats.,Bat hawks that are young and have not learned how to hunt bats do not eat bats.
Bat hawks eat bats.,Bat hawks that live in areas where bats are not common do not eat bats.
Bat hawks eat bats.,Bat hawks that live in a location where there are no bats do not eat bats.
Bat hawks eat bats.,Bat hawks that are migrating and cannot find any bats to eat do not eat bats.
Bat hawks eat bats.,Bat hawks that cannot find any bats to eat do not eat bats.
Lemurs defecate in specific areas.,Pygmy mouse lemurs do not defecate in specific areas.
Ducks nest in cavities.,Ring-necked ducks do not nest in cavities.
Ducks nest in cavities.,Cormorants do not nest in cavities.
Ducks nest in cavities.,Herons do not nest in cavities.
Ducks nest in cavities.,Mallards do not nest in cavities.
Ducks nest in cavities.,Ducks that are nesting on an open water surface do not nest in cavities.
Golden eagles feed on fawns.,Golden eagles that are sick or injured do not feed on fawns.
Golden eagles feed on fawns.,Golden eagles that are incubating eggs or caring for young do not feed on fawns.
Golden eagles feed on fawns.,Golden eagles that are not able to capture prey do not feed on fawns.
Golden eagles feed on fawns.,Golden eagles that are killed or injured do not feed on fawns.
Golden eagles feed on fawns.,Golden eagles that are very young do not feed on fawns.
Macaws have tail feathers.,Macaws that have their feathers pulled out by a predator do not have tail feathers.
Birds make food.,Birds that eat food that has been left out do not make food.
Birds make food.,Birds that are unable to find food do not make food.
Birds make food.,Birds that steal food from other animals do not make food.
Birds make food.,Birds that scavenge food from the ground do not make food.
Birds make food.,Vultures do not make food.
Birds make food.,Birds that eat food that has been dropped do not make food.
Birds have wing tips.,Birds that are young and have not grown their feathers do not have wing tips.
Birds have wing tips.,Birds that have lost their wing tips do not have wing tips.
Owls depend on mice.,Owls that live in a place where there are no mice do not depend on mice.
Owls depend on mice.,Owls that live in a city where there are no mice do not depend on mice.
Owls depend on mice.,"Owls that live in an area with a lot of other prey, like voles do not depend on mice."
Owls depend on mice.,Owls that are young and have not learned to hunt do not depend on mice.
Owls depend on mice.,Owls that eat other types of prey do not depend on mice.
Owls depend on mice.,Owls that hunt other types of prey do not depend on mice.
Birds consume snakes.,Birds that live in an area where there are no snakes do not consume snakes.
Birds consume snakes.,Birds that are too young or too old to catch snakes do not consume snakes.
Birds consume snakes.,Birds that have a fear of snakes do not consume snakes.
Birds consume snakes.,Birds that do not know how to hunt snakes do not consume snakes.
Birds consume snakes.,Birds that have never seen a snake do not consume snakes.
Birds consume snakes.,Birds that do not know that the snake is edible do not consume snakes.
Most birds eat dead animals.,Hummingbirds do not eat dead animals.
Macaws feed on seeds.,Macaws that are young and have not yet learned to eat seeds do not feed on seeds.
Macaws feed on seeds.,Macaws that are young and have not learned to eat seeds do not feed on seeds.
Macaws feed on seeds.,Macaws that live in a place where there are no seeds do not feed on seeds.
Macaws feed on seeds.,Macaws that are sick or injured and can't eat seeds do not feed on seeds.
Bamboo lemurs eat bamboo.,Bamboo lemurs that live in areas where there is not much bamboo do not eat bamboo.
Bamboo lemurs eat bamboo.,Bamboo lemurs that live in areas with a lot of fruit do not eat bamboo.
Bamboo lemurs eat bamboo.,"These lemurs typically eat fruit, leaves, and insects do not eat bamboo."
Grasshopper sparrows occur in grassland.,"Grasshopper sparrows that breed in dense thickets, or do not occur in grassland."
Blackbirds feed on larvae.,Blackbirds that feed on berries do not feed on larvae.
Eagles eat snakes.,Eagles that live in an area where there are no snakes do not eat snakes.
Eagles eat snakes.,Eagles that live in a place where there are no snakes do not eat snakes.
Eagles eat snakes.,Eagles that are young and have not yet learned to hunt snakes do not eat snakes.
Birds can float on water and live near oceans.,Birds that have feathers that are not water-resistant are not able to float on water and live near oceans.
Birds can float on water and live near oceans.,Birds that have a lot of oil in their feathers are not able to float on water and live near oceans.
Birds can float on water and live near oceans.,Birds that have feathers that are not waterproof are not able to float on water and live near oceans.
Birds can float on water and live near oceans.,Peregrine falcons are not able to float on water and live near oceans.
Birds can float on water and live near oceans.,Birds that are not able to swim are not able to float on water and live near oceans.
Hummingbird moths feed on nectar.,Hummingbird moths that are caterpillars do not feed on nectar.
Hummingbird moths feed on nectar.,Hummingbird moths that are a pupa do not feed on nectar.
Hummingbird moths feed on nectar.,The gypsy moth does not feed on nectar.
Hummingbird moths feed on nectar.,The douglas-fir tussock moth does not feed on nectar.
Birds use the boxthorn for protection from predators.,Birds that are nesting in a location where there is no protection from predators do not use the boxthorn for protection from predators.
Birds use the boxthorn for protection from predators.,Birds that have a predator that is not deterred by the thorns do not use the boxthorn for protection from predators.
Birds use the boxthorn for protection from predators.,Brown-headed cowbirds do not use the boxthorn for protection from predators.
Birds use the boxthorn for protection from predators.,Birds that live in a city and there are no predators do not use the boxthorn for protection from predators.
Birds use the boxthorn for protection from predators.,The black-faced cuckoo-shrike does not use the boxthorn for protection from predators.
Black swans reach reproductive ages.,Black swans that are less than one year old do not reach reproductive ages.
Black swans reach reproductive ages.,Males that are not sexually mature do not reach reproductive ages.
Kingfishers consume larval amphibians.,The peregrine falcon (falco peregrinus) does not consume larval amphibians.
Kingfishers consume larval amphibians.,Kingfishers that live in areas where there are no larval amphibians do not consume larval amphibians.
Kingfishers consume larval amphibians.,Kingfishers that live in areas where there are few larval amphibians do not consume larval amphibians.
Kingfishers consume larval amphibians.,Kingfishers that live in a cold climate where there are no larval amphibians do not consume larval amphibians.
Kingfishers consume larval amphibians.,Kingfishers that live in an area without larval amphibians do not consume larval amphibians.
Kingfishers consume larval amphibians.,Kingfishers that are not present in an area do not consume larval amphibians.
Birds live in gardens.,Peregrine falcons do not live in gardens.
Birds live in gardens.,Birds that live on the beach do not live in gardens.
Birds live in gardens.,Peregrine falcons live near cliffs and other high places do not live in gardens.
Birds live in gardens.,Bald eagles do not live in gardens.
Birds live in gardens.,Golden eagles do not live in gardens.
Birds consume ferment fruit.,"Some raptors, such as hawks and eagles do not consume ferment fruit."
Birds consume ferment fruit.,"Birds that are mainly insectivores, such as sparrows do not consume ferment fruit."
Birds consume ferment fruit.,Birds that live in a place where there is no ferment fruit do not consume ferment fruit.
Birds consume ferment fruit.,Birds that are young and have not yet learned to eat ferment fruit do not consume ferment fruit.
Birds consume ferment fruit.,Peregrine falcons do not consume ferment fruit.
Birds remain in couple all life long.,Birds that live in different parts of the world do not remain in couple all life long.
Birds remain in couple all life long.,Birds that separate of their own free will do not remain in couple all life long.
Birds remain in couple all life long.,Birds that mate with a new partner do not remain in couple all life long.
Birds remain in couple all life long.,Birds that move to a new territory do not remain in couple all life long.
Birds remain in couple all life long.,Birds that have a different social behavior do not remain in couple all life long.
Birds remain in couple all life long.,Birds that have a different instinctual behavior do not remain in couple all life long.
Birds remain in couple all life long.,Birds that have a different reproductive behavior do not remain in couple all life long.
Birds remain in couple all life long.,Birds that lose their mate do not remain in couple all life long.
Birds remain in couple all life long.,Birds that get divorced do not remain in couple all life long.
Wood ducks nest in artificial cavities.,"Wood ducks that live in areas without many artificial cavities, or do not nest in artificial cavities."
Wood ducks nest in artificial cavities.,Wood ducks that nest on the ground does not nest in artificial cavities.
Wood ducks nest in artificial cavities.,Ducks that live in the great lakes region does not nest in artificial cavities.
Birds live in water.,Peregrine falcons do not live in water.
Birds live in water.,Birds that live in the desert do not live in water.
Birds live in water.,Birds that fly in the air do not live in water.
Birds live in water.,Vultures do not live in water.
Birds live in water.,Birds that live in cold climates do not live in water.
Birds live in water.,American kestrels do not live in water.
Birds live in water.,Birds that live in trees do not live in water.
Birds live in water.,Birds that are looking for a mate do not live in water.
Birds live in water.,Bald eagles do not live in water.
Birds live in water.,Blue jays do not live in water.
Bird feeders have no perches at all.,"Bird feeders that are designed for small birds, like hummingbirds do not have no perches at all."
Young eagles shed their downy feathers early and wear the dress of grown-up birds.,White-tailed eagles do not shed their downy feathers early and wear the dress of grown - up birds.
Pigeons sit in nests.,Pigeons that are looking for food do not sit in nests.
Pigeons sit in nests.,Pigeons that roost on telephone wires do not sit in nests.
Pigeons sit in nests.,Pigeons that are in a hurry do not sit in nests.
Lemurs have babies.,Lemurs that don't have a mate do not have babies.
Lemurs have babies.,Lemurs that do not have a partner do not have babies.
Lemurs have babies.,Lemurs that lack a suitable place to give birth do not have babies.
Owls have fringes on their primary feathers to enable silent flight.,Snowy owls do not have fringes on their primary feathers to enable silent flight.
Owls have fringes on their primary feathers to enable silent flight.,Owls that are molting and have not grown back their fringes yet do not have fringes on their primary feathers to enable silent flight.
Owls have fringes on their primary feathers to enable silent flight.,Great horned owls do not have fringes on their primary feathers to enable silent flight.
Birds feed on mollusks.,Birds that live in a place where there are no mollusks do not feed on mollusks.
Birds feed on mollusks.,Birds that live in a habitat where there are no mollusks do not feed on mollusks.
Birds feed on mollusks.,Peregrine falcons do not feed on mollusks.
Birds feed on mollusks.,Birds that are too young to eat mollusks do not feed on mollusks.
Birds feed on mollusks.,Hummingbirds do not feed on mollusks.
Birds feed on mollusks.,Red-tailed hawks do not feed on mollusks.
Birds feed on mollusks.,Kestrels do not feed on mollusks.
Birds feed on mollusks.,American kestrels do not feed on mollusks.
Birds use their half-spread out wings in a flying motion to swim in water.,Seagulls do not use their half - spread out wings in a flying motion to swim in water.
Birds use their half-spread out wings in a flying motion to swim in water.,Birds that are trying to escape a predator do not use their half - spread out wings in a flying motion to swim in water.
Birds use their half-spread out wings in a flying motion to swim in water.,Birds that are taking off from the water do not use their half - spread out wings in a flying motion to swim in water.
Birds use their half-spread out wings in a flying motion to swim in water.,Birds that are landing on the water do not use their half - spread out wings in a flying motion to swim in water.
Birds use their half-spread out wings in a flying motion to swim in water.,Birds that are in a hurry do not use their half - spread out wings in a flying motion to swim in water.
Birds make their nests on the ground.,Hummingbirds do not make their nests on the ground.
Birds make their nests on the ground.,Peregrine falcons do not make their nests on the ground.
Birds make their nests on the ground.,American kestrels do not make their nests on the ground.
Birds make their nests on the ground.,House sparrows do not make their nests on the ground.
Birds make their nests on the ground.,Goldfinches do not make their nests on the ground.
Birds make their nests on the ground.,Birds that live in a tree do not make their nests on the ground.
Birds make their nests on the ground.,Bald eagles do not make their nests on the ground.
Birds make their nests on the ground.,Bald eagles make their nests on tall trees do not make their nests on the ground.
Birds make their nests on the ground.,Birds that live in a cave do not make their nests on the ground.
Birds make their nests on the ground.,Kingfishers do not make their nests on the ground.
Birds consume pollen.,Birds that are sick or injured and can't forage for themselves do not consume pollen.
Birds consume pollen.,Birds that live in an area where there is not much pollen available do not consume pollen.
Birds consume pollen.,Peregrine falcons do not consume pollen.
Birds consume pollen.,Birds that live in a location where there is not enough pollen available do not consume pollen.
Birds consume pollen.,Birds that eat a diet that does not include pollen do not consume pollen.
Birds consume pollen.,Birds that have a health problem that prevents them from eating pollen do not consume pollen.
Birds consume pollen.,Birds that are too young to eat pollen do not consume pollen.
Birds consume pollen.,Birds that live in cold environments and there is not much flower pollen available do not consume pollen.
Birds consume pollen.,Birds that are young and have not yet developed a pollen-consuming bill; do not consume pollen.
Albatrosses consume crabs.,"The black-footed albatross, which feeds primarily on squid does not consume crabs."
Albatrosses consume crabs.,Albatrosses that are injured and cannot catch crabs do not consume crabs.
Albatrosses consume crabs.,"The black-footed albatross, which consumes mainly squid and fish does not consume crabs."
Birds make their nests out of mud or rubbish.,Birds that lay their eggs on the ground do not make their nests out of mud or rubbish.
Birds make their nests out of mud or rubbish.,Peregrine falcons do not make their nests out of mud or rubbish.
Birds make their nests out of mud or rubbish.,Birds that use their beaks to make a nest do not make their nests out of mud or rubbish.
Birds make their nests out of mud or rubbish.,Birds that are looking for a place to live do not make their nests out of mud or rubbish.
Birds make their nests out of mud or rubbish.,Birds that use their feathers to make a nest do not make their nests out of mud or rubbish.
Birds make their nests out of mud or rubbish.,House sparrows do not make their nests out of mud or rubbish.
Birds make their nests out of mud or rubbish.,Kestrels do not make their nests out of mud or rubbish.
Birds make their nests out of mud or rubbish.,Birds that use their feet to make a nest do not make their nests out of mud or rubbish.
Birds make their nests out of mud or rubbish.,Birds that use their beaks to hold things together do not make their nests out of mud or rubbish.
Birds make their nests out of mud or rubbish.,The white-headed woodpecker does not make their nests out of mud or rubbish.
Owls seize snakes.,Owls that live in a place where there are no snakes do not seize snakes.
Owls seize snakes.,Owls that are young and have not yet learned how to hunt do not seize snakes.
Owls seize snakes.,Owls that are young and have not learned how to kill snakes do not seize snakes.
Owls seize snakes.,Owls that are young and have not learned how to seize snakes do not seize snakes.
Owls seize snakes.,Owls that are young and have not learned to hunt snakes do not seize snakes.
Owls seize snakes.,Owls that are old and can no longer catch prey do not seize snakes.
Owls seize snakes.,Owls that are hungry and there are no snakes around do not seize snakes.
Parrots live in woodlands.,Parrots that live in the rainforest do not live in woodlands.
Parrots live in woodlands.,Parrots that live in the city do not live in woodlands.
Parrots live in woodlands.,Parrots that are kept as pets in homes do not live in woodlands.
Parrots live in woodlands.,Parrots that live in zoos do not live in woodlands.
Parrots live in woodlands.,Parrots that live in cities do not live in woodlands.
Parrots live in woodlands.,Parrots that live on islands do not live in woodlands.
Parrots live in woodlands.,Parrots that live in captivity do not live in woodlands.
Parrots live in woodlands.,Parrots that are used in educational programs do not live in woodlands.
Parrots live in woodlands.,Savannahs do not live in woodlands.
Kingfishers have wings.,Kingfishers that are about to hatch from their eggs do not have wings.
Kingfishers have wings.,Kingfishers that have lost their wings because of a disease do not have wings.
Swans have snowy plumages.,Swans that are covered in a layer of oil do not have snowy plumages.
Swans have snowy plumages.,Black swans do not have snowy plumages.
Birds live in egypt.,Bald eagles do not live in egypt.
Birds live in egypt.,Birds that migrate to other areas for the winter do not live in egypt.
Duckweeds form large colonies.,Duckweeds that are growing in a small container do not form large colonies.
Duckweeds form large colonies.,Duckweeds that are in an area with a lot of shading do not form large colonies.
Duckweeds form large colonies.,Duckweeds that are crowded by other plants do not form large colonies.
Birds live on savanna.,Birds that live in the rainforest do not live on savanna.
Birds live on savanna.,"Birds that live in the arctic, such as penguins do not live on savanna."
Birds live on savanna.,Birds that live in a rainforest do not live on savanna.
Birds live on savanna.,Birds that live in the desert do not live on savanna.
Birds live on savanna.,Birds that live in the mountains do not live on savanna.
Birds live on savanna.,Birds that live in towns and cities do not live on savanna.
Birds live on savanna.,Birds that live in rainforest do not live on savanna.
Birds live on savanna.,Birds that live in a desert do not live on savanna.
Birds live on savanna.,Birds that live in forests do not live on savanna.
Birds live on savanna.,Birds that live in a city do not live on savanna.
Native birds consume nectar.,White-breasted nuthatch does not consume nectar.
Native birds consume nectar.,Peregrine falcon does not consume nectar.
Native birds consume nectar.,Downy woodpecker does not consume nectar.
Native birds consume nectar.,Red-tailed hawk does not consume nectar.
Native birds consume nectar.,Tufted titmouse does not consume nectar.
Native birds consume nectar.,Native birds that are looking for a mate do not consume nectar.
Native birds consume nectar.,Native birds that are scavengers do not consume nectar.
Native birds consume nectar.,Native birds that are feeding their young do not consume nectar.
Native birds consume nectar.,Native birds that are preparing to migrate do not consume nectar.
Shorebirds have bills.,Shorebirds that are sick and have lost their bills do not have bills.
Birds are vegetarians.,Hummingbirds are not vegetarians.
Birds are vegetarians.,"Hummingbirds, which eat nectar from flowers are not vegetarians."
Birds are vegetarians.,Birds that eat other birds are not vegetarians.
Birds are vegetarians.,Birds that eat insects are not vegetarians.
Birds are vegetarians.,Birds that drink nectar are not vegetarians.
Birds are vegetarians.,Birds that eat fruit are not vegetarians.
Birds are vegetarians.,Birds that eat fish are not vegetarians.
Birds are vegetarians.,Birds that eat other small animals are not vegetarians.
Birds are vegetarians.,Birds that eat small fish are not vegetarians.
Duckweeds cover surfaces.,Duckweeds that are grazed by animals do not cover surfaces.
Golden lemurs eat bamboo.,Golden lemurs that live in an area where there is not much bamboo do not eat bamboo.
Golden lemurs eat bamboo.,Golden lemurs that live in a place where there is no bamboo do not eat bamboo.
Golden lemurs eat bamboo.,"The black-and-white ruffed lemur, which eats mostly fruit; does not eat bamboo."
Golden lemurs eat bamboo.,Golden lemurs that have a high-quality diet do not eat bamboo.
Golden lemurs eat bamboo.,Young lemurs that are still nursing do not eat bamboo.
Golden lemurs eat bamboo.,Golden lemurs that are very young do not eat bamboo.
Golden lemurs eat bamboo.,Golden lemurs that are sick and cannot eat bamboo do not eat bamboo.
Ducks feed on seeds.,Crustaceans do not feed on seeds.
Ducks feed on seeds.,Harlequin ducks do not feed on seeds.
Ducks feed on seeds.,Fish does not feed on seeds.
Cockatoos eat insects.,Cockatoos that are too young to eat insects do not eat insects.
White pigeons are albinos.,White pigeons that have a patch of brown or black feathers on their heads are not albinos.
White pigeons are albinos.,White pigeons that have a black spot on their heads are not albinos.
White pigeons are albinos.,White pigeons that have a lot of white feathers due to a genetic mutation are not albinos.
White pigeons are albinos.,White pigeons that have a little bit of pigment on their beaks are not albinos.
White pigeons are albinos.,White pigeons that have a bit of pigment on their feet are not albinos.
White pigeons are albinos.,White pigeons that have a different color around their eyes are not albinos.
White pigeons are albinos.,Pigeons with a white bar on their wings are not albinos.
White pigeons are albinos.,White pigeons that have a black pigment around their eyes are not albinos.
White pigeons are albinos.,White pigeons that have a bit of pigment on their eyes are not albinos.
White pigeons are albinos.,White pigeons that have a darker beak are not albinos.
Birds have bees.,Seagulls do not have bees.
Birds have bees.,Birds that have a broken beak do not have bees.
Birds have bees.,Birds that have a beak do not have bees.
Birds have bees.,Birds that are chicks (baby birds) do not have bees.
Birds have bees.,Owls do not have bees.
Birds have bees.,Penguins do not have bees.
Birds have bees.,Pigeons do not have bees.
Chickens graze in environments.,Chickens that are not given enough room to roam do not graze in environments.
Chickens graze in environments.,Chickens that are kept in a confined space do not graze in environments.
Chickens graze in environments.,Chickens that are fed a diet that does not include access to pasture; or do not graze in environments.
Chickens graze in environments.,Chickens that are being kept in a coop do not graze in environments.
Chickens graze in environments.,Chickens that are confined to a coop or run do not graze in environments.
Chickens graze in environments.,Chickens that are fed a diet of pellets do not graze in environments.
Chickens graze in environments.,Chickens that are being fed a commercial diet do not graze in environments.
Chickens graze in environments.,Chickens that are kept in a coop or run do not graze in environments.
Owls prey on birds.,Owls that are sick or injured do not prey on birds.
Guinea fowl eats snails.,Guinea fowls that live in an area where there are no snails do not eat snails.
Guinea fowl eats snails.,Guinea fowls that are too young to eat snails do not eat snails.
Guinea fowl eats snails.,Guinea fowls that are sick or injured and can't eat snails do not eat snails.
Guinea fowl eats snails.,Guinea fowls that live in an area without many snails do not eat snails.
Hummingbirds are located in valleys.,Hummingbirds that are in the mountains are not located in valleys.
Penguins hear birds.,Penguins that are deaf do not hear birds.
Hawksbill turtles feed on sea sponges.,Hawksbill turtles that feed on seagrasses do not feed on sea sponges.
Hawksbill turtles feed on sea sponges.,Juveniles that feed on zooplankton does not feed on sea sponges.
Hawksbill turtles feed on sea sponges.,Hawksbill turtles that are feeding on jellyfish do not feed on sea sponges.
Hawksbill turtles feed on sea sponges.,Adults that feed on jellyfish and other soft-bodied prey does not feed on sea sponges.
Macaws use fingers.,The alligator snapping turtle does not use fingers.
Macaws use fingers.,Macaws that are holding something in their beaks do not use fingers.
Macaws use fingers.,The american alligator does not use fingers.
Howlers have snouts.,The red-cheeked gibbon does not have snouts.
Penguins return to same nest sites.,Penguins that have chicks that need more food than the nest site can provide do not return to same nest sites.
Penguins return to same nest sites.,Penguins that are displaced by humans or other animals do not return to same nest sites.
Penguins return to same nest sites.,Penguins that need to find new food sources because of climate change do not return to same nest sites.
Penguins return to same nest sites.,"King penguins, which disperse to different colonies do not return to same nest sites."
Penguins return to same nest sites.,Penguins that migrate to different areas do not return to same nest sites.
Birds prey on desert tortoises.,Birds that do not live in the same area as the desert tortoise do not prey on desert tortoises.
Birds prey on desert tortoises.,Peregrine falcons do not prey on desert tortoises.
Birds prey on desert tortoises.,White-breasted nuthatch does not prey on desert tortoises.
Birds prey on desert tortoises.,Great horned owls do not prey on desert tortoises.
Birds prey on desert tortoises.,Burrowing owls do not prey on desert tortoises.
Birds prey on desert tortoises.,Golden eagles do not prey on desert tortoises.
Birds prey on desert tortoises.,Bald eagles do not prey on desert tortoises.
Birds prey on desert tortoises.,American kestrels do not prey on desert tortoises.
Birds prey on desert tortoises.,Birds that are not the right type of bird do not prey on desert tortoises.
Birds prey on desert tortoises.,Birds that are young and have not learned to hunt do not prey on desert tortoises.
Birds eat corn cobs.,Woodpeckers do not eat corn cobs.
Birds eat corn cobs.,Peregrine falcons do not eat corn cobs.
Birds eat corn cobs.,Birds that are too young to eat corn cobs do not eat corn cobs.
Birds eat corn cobs.,Brown-headed cowbirds do not eat corn cobs.
Birds eat corn cobs.,American kestrels do not eat corn cobs.
Birds eat corn cobs.,House sparrows do not eat corn cobs.
Birds eat corn cobs.,Birds that don't like the taste do not eat corn cobs.
Birds eat fish.,Birds that are young and have not learned how to catch fish do not eat fish.
Birds eat fish.,Birds that live in a place where there are no fish; do not eat fish.
Birds eat fish.,Hummingbirds do not eat fish.
Birds eat fish.,Birds that are too young to eat fish do not eat fish.
Birds eat fish.,White-tailed hawks do not eat fish.
Birds swim in water.,Birds that do not know how to swim do not swim in water.
Birds swim in water.,Peregrine falcons do not swim in water.
Birds swim in water.,Birds that are in a place where there is no water do not swim in water.
Birds swim in water.,Ostriches do not swim in water.
Birds swim in water.,Kestrels do not swim in water.
Birds swim in water.,Cassowaries do not swim in water.
Birds swim in water.,Birds that are in a place where the water is too cold do not swim in water.
Birds swim in water.,Birds that can't find a place to land do not swim in water.
